site_id,network,longitude,latitude,in_kfold_shallow,in_kfold_middle,oos_shallow,oos_middle,fully_oos
SNTL:1152,SNTL,-114.6133,39.16337,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:445,SNTL,-118.18934000000002,41.96737,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:454,SNTL,-115.3234,41.661,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1243,SNTL,-115.22014,40.863800000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1262,SNTL,-115.9364,41.58008,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:503,SNTL,-115.52757,40.3848,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2141,SCAN,-115.60852,36.26527,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1112,SNTL,-115.67508,36.30537000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2146,SCAN,-115.61194999999998,36.16555000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2116,SCAN,-118.49344999999998,40.09247,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:615,SNTL,-119.89672,39.16395,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2144,SCAN,-115.20422,36.57285,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1244,SNTL,-115.12067000000002,40.86293,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1110,SNTL,-115.62972000000002,36.2493,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:750,SNTL,-119.44464,41.90435,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1136,SNTL,-116.3408,41.3187,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2142,SCAN,-115.78127,36.37355,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1137,SNTL,-115.9834,39.4495,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1147,SNTL,-114.31021,39.00995000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:321,SNTL,-115.45278,41.83384000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:334,SNTL,-114.62278000000002,39.31917,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:336,SNTL,-115.6931,41.76168,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:337,SNTL,-117.11506,39.29148,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:340,SNTL,-119.9422,39.455,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:527,SNTL,-115.0954,40.94168,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:548,SNTL,-116.00517000000002,41.54675,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2216,SCAN,-119.9534,40.87959,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:373,SNTL,-117.53181999999998,41.75067,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:453,SNTL,-115.21104,40.893429999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2145,SCAN,-115.82047,36.36651,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1006,SNTL,-116.8647,40.35719999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:476,SNTL,-116.10153,41.82097999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:417,SNTL,-115.54017,40.27551,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:443,SNTL,-115.84421,39.56361,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1195,SNTL,-117.58812,40.88358,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1272,SNTL,-115.08316000000002,41.8642,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:498,SNTL,-117.56668000000002,41.67032,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:698,SNTL,-115.24713,41.87255,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1242,SNTL,-119.8771,39.25259,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:652,SNTL,-119.89473,39.31573,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:549,SNTL,-116.01170000000002,41.5136,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1150,SNTL,-114.62762,39.5579,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:569,SNTL,-117.63197,41.51542,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:570,SNTL,-115.3812,40.6448,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:573,SNTL,-116.02957,41.77636999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:746,SNTL,-115.47215,41.73732,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:2170,SNTL,-117.62069,39.46544,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1194,SNTL,-118.99663,41.48953,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:811,SNTL,-116.02930000000002,41.22870000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:849,SNTL,-114.95575,39.13242,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2229,SCAN,-115.2212,40.636970000000005,TRUE,TRUE,FALSE,FALSE,FALSE
1041,USCRN,-70.92,43.17000000000001,TRUE,FALSE,FALSE,TRUE,FALSE
1040,USCRN,-70.94,43.10000000000001,TRUE,FALSE,FALSE,TRUE,FALSE
SCAN:2043,SCAN,-72.02593,43.7756,FALSE,TRUE,TRUE,FALSE,FALSE
SCAN:2069,SCAN,-71.72644,43.94843,TRUE,TRUE,FALSE,FALSE,FALSE
1118,USCRN,-73.74,41.78000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1117,USCRN,-76.24,42.440000000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2011,SCAN,-77.03333,42.88333,TRUE,TRUE,FALSE,FALSE,FALSE
1125,USCRN,-81.78,40.36,TRUE,TRUE,FALSE,FALSE,FALSE
1797,USCRN,-81.91,40.76,TRUE,FALSE,FALSE,TRUE,FALSE
SCAN:2014,SCAN,-83.45,39.95,TRUE,TRUE,FALSE,FALSE,FALSE
1145,USCRN,-119.64,44.55,TRUE,TRUE,FALSE,FALSE,FALSE
1023,USCRN,-119.69,43.47,TRUE,TRUE,FALSE,FALSE,FALSE
1610,USCRN,-124.31,43.27,FALSE,FALSE,TRUE,TRUE,TRUE
1234,USCRN,-123.32,44.41,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1000,SNTL,-122.16518,42.870070000000005,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:344,SNTL,-122.26617,42.40717,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:361,SNTL,-118.18787,44.83052,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:395,SNTL,-121.80662,43.22625,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:401,SNTL,-121.6916,45.18832,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:523,SNTL,-118.10657,45.69682,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:529,SNTL,-122.56877,43.66917,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:608,SNTL,-119.49585,45.10513,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:653,SNTL,-117.17373,45.265220000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:706,SNTL,-120.82533,42.31923,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:721,SNTL,-118.83842,44.00883000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:756,SNTL,-121.18123,42.95615,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:759,SNTL,-118.68785,42.753330000000005,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:767,SNTL,-119.54013,43.94885000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:810,SNTL,-121.42592,42.69108,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:821,SNTL,-118.42617,44.65567,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:351,SNTL,-121.85605,45.428700000000006,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:398,SNTL,-121.75443,45.09658,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:1084,SNTL,-123.27563,45.24755,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:736,SNTL,-117.16522000000002,45.00107,TRUE,TRUE,FALSE,FALSE,FALSE
1042,USCRN,-71.54,41.489999999999995,TRUE,TRUE,FALSE,FALSE,FALSE
1043,USCRN,-71.54,41.470000000000006,TRUE,TRUE,FALSE,FALSE,FALSE
1009,USCRN,-96.62,43.72999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
1446,USCRN,-99.12,45.71,TRUE,TRUE,FALSE,FALSE,FALSE
1140,USCRN,-103.3,45.51,TRUE,TRUE,FALSE,FALSE,FALSE
1236,USCRN,-100.35,44.01,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2072,SCAN,-96.61455,43.73835,TRUE,TRUE,FALSE,FALSE,FALSE
1019,USCRN,-102.8,31.61999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
1067,USCRN,-102.77,33.95000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1130,USCRN,-100.24,32.04,TRUE,TRUE,FALSE,FALSE,FALSE
1066,USCRN,-98.06,26.52,TRUE,TRUE,FALSE,FALSE,FALSE
1306,USCRN,-103.2,29.34,TRUE,FALSE,FALSE,TRUE,FALSE
1387,USCRN,-96.82,28.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE
1386,USCRN,-98.08,30.620000000000005,TRUE,FALSE,FALSE,TRUE,FALSE
1018,USCRN,-95.72,31.769999999999996,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2006,SCAN,-102.1,35.166669999999996,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2206,SCAN,-97.88223,27.54945,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2201,SCAN,-99.86657,33.44635,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2106,SCAN,-102.7453,33.62647,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2105,SCAN,-102.37392,33.55125000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2016,SCAN,-95.98333,30.083330000000004,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2104,SCAN,-102.03869,33.615359999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2200,SCAN,-100.50748,31.5496,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2207,SCAN,-94.29283,30.06844999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2205,SCAN,-97.95927,26.15553,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2202,SCAN,-99.2464,34.01635,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2204,SCAN,-99.75517000000002,29.21578,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2199,SCAN,-96.88162,31.47907,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2203,SCAN,-98.19563,32.24535,TRUE,TRUE,FALSE,FALSE,FALSE
